T/1	Light/1	Pupil/3			PupilUpregulated/3			
1095	0.0000	0.0000	0.0000	0.7420	0.0000	0.0000	0.7419	
1096	0.0000	0.0000	0.0000	0.7420	0.0000	0.0000	0.7419	
1097	0.0000	0.0000	0.0000	0.7420	0.0000	0.0000	0.7419	
1098	0.0000	0.0000	0.0000	0.7420	0.0000	0.0000	0.7419	
1099	0.0000	0.0000	0.0000	0.7420	0.0000	0.0000	0.7419	
1100	0.0000	0.0000	0.0000	0.7420	0.0000	0.0000	0.7420	
1101	0.0000	0.0000	0.0000	0.7421	0.0000	0.0000	0.7420	
1102	0.0000	0.0000	0.0000	0.7421	0.0000	0.0000	0.7420	
1103	0.0000	0.0000	0.0000	0.7421	0.0000	0.0000	0.7420	
1104	0.0000	0.0000	0.0000	0.7421	0.0000	0.0000	0.7420	
1105	0.0000	0.0000	0.0000	0.7421	0.0000	0.0000	0.7420	
1106	0.0000	0.0000	0.0000	0.7421	0.0000	0.0000	0.7420	
1107	0.0000	0.0000	0.0000	0.7421	0.0000	0.0000	0.7420	
1108	0.0000	0.0000	0.0000	0.7421	0.0000	0.0000	0.7420	
1109	0.0000	0.0000	0.0000	0.7421	0.0000	0.0000	0.7421	
1110	0.0000	0.0000	0.0000	0.7421	0.0000	0.0000	0.7421	
1111	0.0000	0.0000	0.0000	0.7421	0.0000	0.0000	0.7421	
1112	0.0000	0.0000	0.0000	0.7421	0.0000	0.0000	0.7421	
1113	0.0000	0.0000	0.0000	0.7421	0.0000	0.0000	0.7421	
1114	0.0000	0.0000	0.0000	0.7421	0.0000	0.0000	0.7421	
1115	0.0000	0.0000	0.0000	0.7421	0.0000	0.0000	0.7421	
1116	0.0000	0.0000	0.0000	0.7421	0.0000	0.0000	0.7421	
1117	0.0000	0.0000	0.0000	0.7421	0.0000	0.0000	0.7421	
1118	0.0000	0.0000	0.0000	0.7421	0.0000	0.0000	0.7421	
1119	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7421	
1120	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7421	
1121	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7421	
1122	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7421	
1123	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7421	
1124	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7421	
1125	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7421	
1126	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7421	
1127	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
1128	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
